Date,Ship_Type,Engine_Type,Speed_Over_Ground_knots,Distance_Traveled_nm,Cargo_Weight_tons,Average_Load_Percentage,Engine_Power_kW,Draft_meters,Weather_Condition,Seasonal_Impact_Score,Route_Type,Maintenance_Status,Weekly_Voyage_Count,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours
2023-04-14,Tanker,Diesel,21.4847,494.9466,1737.4344,75.9767,3099.595,7.9126,Moderate,0.7029,Coastal,Fair,7,0.35,4429.99,13860.82,28.5912
2023-04-15,Tanker,Steam Turbine,15.5707,773.4936,4378.6457,99.0932,2848.4772,5.0334,Calm,0.6727,Short-haul,Fair,4,0.6482,5030.12,24655.16,63.3202
2023-04-16,Fish Carrier,Diesel,14.3108,1232.3448,1410.748,99.0493,1106.1414,6.3915,Calm,0.6327,Short-haul,Fair,6,0.9211,4218.33,15248.97,99.7193
2023-04-17,Bulk Carrier,Heavy Fuel Oil (HFO),16.0565,634.906,4604.1802,88.3248,2069.704,6.2784,Rough,0.8365,Coastal,Good,3,0.6211,4170.33,24599.0,50.2262
2023-04-18,Fish Carrier,Steam Turbine,17.0146,426.9725,2279.7052,98.3104,2939.8186,7.4664,Calm,0.9158,Coastal,Good,6,0.5631,3978.87,16557.84,35.3388
2023-04-19,Container Ship,Diesel,10.6,1729.7425,2247.3149,64.6633,1828.4023,8.8847,Calm,0.3002,Short-haul,Good,4,1.0422,5259.62,17283.59,187.4012
2023-04-20,Bulk Carrier,Steam Turbine,12.921,637.1426,3232.4611,68.2486,2343.9492,10.1645,Moderate,0.9491,Coastal,Good,6,0.7622,4189.18,19631.84,57.0824
2023-04-21,Bulk Carrier,Diesel,18.4867,606.8951,7269.1578,92.0053,1306.355,6.8742,Calm,0.0103,Coastal,Good,2,0.5872,4370.94,34317.55,44.4179
2023-04-22,Bulk Carrier,Steam Turbine,13.4345,2042.459,4214.7385,72.0104,3226.3329,6.0537,Calm,0.1627,Short-haul,Fair,3,0.7426,7487.12,25753.22,188.3271
2023-04-23,Container Ship,Diesel,8.6142,483.6234,4621.9549,69.4567,2662.1841,10.3816,Calm,0.1015,Long-haul,Fair,2,0.8805,4340.43,23938.03,68.3043
2023-04-24,Tanker,Heavy Fuel Oil (HFO),15.3525,1557.0054,2884.4504,75.6505,1882.3147,4.4562,Moderate,0.2628,Transoceanic,Good,6,0.6514,5492.39,20154.06,132.574
2023-04-25,Container Ship,Diesel,21.9513,883.9654,1418.5581,67.7291,2267.0664,5.6257,Moderate,0.1474,Long-haul,Good,2,0.35,4116.18,13685.01,52.6405
2023-04-26,Bulk Carrier,Diesel,8.124,1948.8078,1467.3621,55.3767,2029.3267,7.3511,Moderate,0.099,Short-haul,Good,4,0.7287,5832.89,14786.86,295.4994
2023-04-27,Container Ship,Diesel,11.4589,1682.1689,2064.8995,48.282,1909.2389,10.0947,Moderate,0.7806,Coastal,Good,1,0.9141,5343.56,16678.73,166.1534
2023-04-28,Container Ship,Steam Turbine,19.0665,1966.3627,4373.0351,60.8195,2864.6777,7.0292,Rough,0.0309,Transoceanic,Fair,1,0.35,7072.05,25708.01,130.9533
2023-04-29,Fish Carrier,Heavy Fuel Oil (HFO),15.4941,786.8843,1697.9578,92.9137,2627.6647,8.8667,Moderate,0.9235,Short-haul,Good,5,0.6908,4451.12,15317.82,66.128
2023-04-30,Tanker,Heavy Fuel Oil (HFO),11.755,669.6275,7485.255,94.897,2284.8418,6.4396,Moderate,0.3063,Coastal,Good,7,0.8021,5164.85,35131.41,68.5736
2023-05-01,Container Ship,Steam Turbine,15.7406,529.3754,3325.443,61.0304,1391.676,8.1869,Calm,0.6334,Short-haul,Fair,3,0.7392,3303.03,19232.3,42.429
2023-05-02,Tanker,Steam Turbine,10.0488,1372.5659,3792.8978,45.1797,1228.9986,10.5389,Calm,0.9278,Transoceanic,Good,4,0.8017,4657.67,21620.09,170.9193
2023-05-03,Tanker,Steam Turbine,13.4164,350.834,2156.3789,91.5946,1476.5969,7.8394,Rough,0.2684,Coastal,Good,7,0.7181,2931.21,15924.35,34.4168
2023-05-04,Bulk Carrier,Diesel,11.3695,562.919,3214.762,57.9999,764.2714,8.0888,Calm,0.7624,Short-haul,Good,2,1.0149,2788.5,18920.77,59.6961
2023-05-05,Fish Carrier,Heavy Fuel Oil (HFO),11.0936,1064.9639,656.21,58.1324,1563.7839,8.0575,Calm,0.5997,Long-haul,Fair,4,0.7992,4007.18,10496.52,112.7569
2023-05-06,Tanker,Heavy Fuel Oil (HFO),18.5097,148.3558,4505.9892,93.1331,1658.4085,4.145,Calm,0.5076,Transoceanic,Fair,4,0.4213,2993.6,23423.24,15.2344
2023-05-07,Tanker,Diesel,12.9457,675.6977,7538.5094,97.836,2622.1781,7.9432,Moderate,0.6455,Long-haul,Good,1,0.8338,5105.15,35702.78,66.326
2023-05-08,Tanker,Diesel,9.2525,635.344,2773.4305,54.2698,3090.2114,8.5151,Moderate,0.5991,Transoceanic,Needs Maintenance,7,0.6326,4621.25,17313.15,79.6275
2023-05-09,Container Ship,Diesel,15.3536,635.8052,1462.5704,55.2311,1846.5003,5.1664,Moderate,0.0668,Coastal,Good,7,0.8838,3396.89,12262.67,46.5586
2023-05-10,Container Ship,Heavy Fuel Oil (HFO),11.3074,1796.2303,6182.0716,89.9509,1200.4457,4.869,Moderate,0.4625,Transoceanic,Fair,7,0.8303,5880.27,32579.93,186.8722
2023-05-11,Container Ship,Heavy Fuel Oil (HFO),20.5277,926.9919,3980.4698,78.4933,1728.1344,9.4821,Moderate,0.4624,Coastal,Good,4,0.35,4407.45,23276.38,51.657
2023-05-12,Bulk Carrier,Diesel,14.4508,1777.5599,4433.1534,73.8778,3393.8937,10.603,Rough,0.3539,Long-haul,Good,5,0.6835,7124.33,25968.58,142.635
2023-05-13,Tanker,Diesel,21.926,1868.0866,1827.9192,46.3132,2064.2205,9.2522,Moderate,0.2156,Long-haul,Good,7,0.35,6033.73,15483.78,103.2218
2023-05-14,Container Ship,Steam Turbine,8.2293,576.8501,4865.6193,93.5311,1997.2381,6.9106,Moderate,0.0513,Transoceanic,Good,2,0.7236,3950.1,25552.11,80.0623
2023-05-15,Tanker,Diesel,15.7225,185.1013,2578.6112,62.0688,2118.8092,4.0774,Moderate,0.1013,Short-haul,Fair,6,0.715,3251.58,16063.29,17.6537
2023-05-16,Fish Carrier,Diesel,14.4441,1405.7226,1272.2074,69.1119,2065.0471,9.3455,Calm,0.0362,Short-haul,Fair,7,0.8314,4894.16,14221.47,120.0277
2023-05-17,Fish Carrier,Steam Turbine,18.6695,512.3019,515.3763,45.6663,1072.2377,6.9286,Moderate,0.1937,Short-haul,Good,7,0.3626,2571.98,8757.19,36.2552
2023-05-18,Container Ship,Diesel,11.7171,1113.5956,3654.3064,72.1415,923.9147,7.2172,Rough,0.8994,Long-haul,Fair,5,0.836,3935.97,21484.91,116.4447
2023-05-19,Fish Carrier,Steam Turbine,19.695,1338.5371,2216.7083,89.8213,1914.8454,5.9053,Moderate,0.9399,Long-haul,Fair,3,0.35,4605.13,18228.4,84.4881
2023-05-20,Fish Carrier,Heavy Fuel Oil (HFO),19.8228,559.8004,724.1374,74.8215,1716.3801,9.1977,Calm,0.4193,Long-haul,Good,3,0.35,3308.72,10391.21,40.8622
2023-05-21,Bulk Carrier,Heavy Fuel Oil (HFO),14.6244,164.2506,5485.4046,72.0523,3383.1679,8.119,Calm,0.4053,Transoceanic,Good,7,0.7161,4407.03,26260.64,15.7803
2023-05-22,Fish Carrier,Steam Turbine,9.1523,1648.6034,2439.3953,88.6474,2652.6738,5.0632,Calm,0.0514,Coastal,Good,4,0.7368,6134.21,18887.08,228.7748
2023-05-23,Fish Carrier,Steam Turbine,12.3367,309.9398,665.2352,95.7403,2910.7195,10.2794,Moderate,0.8242,Coastal,Good,4,0.7061,3352.7,10493.92,32.48
2023-05-24,Fish Carrier,Diesel,18.8651,1181.2721,814.9703,63.6262,1155.8582,7.3086,Calm,0.4525,Short-haul,Good,5,0.4855,4045.82,12189.02,80.4576
2023-05-25,Fish Carrier,Steam Turbine,17.8453,177.2751,495.6941,51.936,2723.7552,5.9773,Calm,0.3327,Long-haul,Good,3,0.389,3037.43,8432.43,17.8934
2023-05-26,Fish Carrier,Steam Turbine,13.0989,920.668,1739.4853,66.4257,2975.0527,7.2445,Calm,0.9666,Transoceanic,Fair,7,0.6662,4720.89,14877.74,79.6297
2023-05-27,Fish Carrier,Steam Turbine,18.9649,2104.0081,2782.8244,93.6321,1372.0655,8.2275,Rough,0.9571,Long-haul,Good,2,0.35,5861.88,20883.93,136.9897
2023-05-28,Fish Carrier,Steam Turbine,18.802,2135.4756,1918.5323,85.9229,1465.6489,6.7348,Calm,0.5287,Coastal,Good,5,0.3523,5676.53,18168.71,136.8349
2023-05-29,Fish Carrier,Steam Turbine,12.6565,955.4062,1670.9867,96.0977,3259.4946,8.2613,Rough,0.2309,Transoceanic,Good,3,0.5866,5069.03,16061.21,95.2027
2023-05-30,Bulk Carrier,Diesel,8.06,581.3638,1512.2364,47.627,913.096,9.623,Moderate,0.5353,Short-haul,Good,5,0.7904,2857.9,12561.83,94.6621
2023-05-31,Bulk Carrier,Heavy Fuel Oil (HFO),15.733,1737.3171,3888.4507,54.748,2537.0871,4.0995,Rough,0.4295,Long-haul,Good,3,0.5092,6467.18,23173.44,137.911
2023-06-01,Fish Carrier,Diesel,20.6834,528.596,2122.2444,74.8276,2236.3059,4.4801,Moderate,0.9828,Short-haul,Good,7,0.35,3973.16,15562.74,34.1044
2023-06-02,Fish Carrier,Diesel,15.0065,1853.9017,1547.9338,88.2023,1697.5254,4.6442,Calm,0.1764,Transoceanic,Good,7,0.7874,5428.83,15690.04,142.0639
2023-06-03,Bulk Carrier,Diesel,19.4131,1223.0994,4383.7246,91.9428,2919.4629,7.0268,Calm,0.8073,Short-haul,Good,7,0.4206,5746.81,25335.75,74.3751
2023-06-04,Bulk Carrier,Steam Turbine,14.4099,776.6494,3122.5351,76.4017,747.9397,8.6521,Calm,0.3725,Transoceanic,Good,3,0.7571,3640.97,19387.49,68.0959
2023-06-05,Bulk Carrier,Diesel,14.628,1262.5286,4605.9802,88.238,2486.6248,5.7223,Moderate,0.5371,Coastal,Good,4,0.8106,5920.91,26140.49,95.3735
2023-06-06,Fish Carrier,Heavy Fuel Oil (HFO),13.7684,256.2342,619.8112,46.2503,3447.5108,6.2943,Rough,0.7118,Short-haul,Good,7,0.6093,3643.07,8668.64,25.202
2023-06-07,Bulk Carrier,Diesel,9.7322,1310.4639,4697.6069,86.8349,2813.5538,10.3908,Rough,0.0797,Short-haul,Good,6,0.7751,5921.15,26101.07,163.7636
2023-06-08,Tanker,Diesel,12.6657,1656.2981,1905.0474,94.0271,819.0696,9.6665,Calm,0.406,Transoceanic,Good,1,0.9706,4268.5,17239.91,149.7657
2023-06-09,Bulk Carrier,Heavy Fuel Oil (HFO),8.2358,558.6775,4521.1598,73.0326,3471.0112,4.037,Calm,0.523,Coastal,Fair,3,0.6262,4883.42,23909.95,87.6038
2023-06-10,Tanker,Diesel,13.6633,1340.6173,3922.8358,51.8557,1876.6277,8.5384,Moderate,0.4977,Short-haul,Good,1,0.8926,5191.05,22615.1,114.1294
2023-06-11,Container Ship,Steam Turbine,8.5629,2196.1045,3996.245,56.9975,3386.3195,8.022,Moderate,0.6519,Long-haul,Good,6,0.6645,8120.32,24274.86,294.5418
2023-06-12,Bulk Carrier,Heavy Fuel Oil (HFO),15.2641,677.6356,3271.3391,55.34,2564.3996,10.6274,Calm,0.2428,Transoceanic,Good,4,0.7577,4406.49,19426.03,59.6657
2023-06-13,Container Ship,Diesel,15.3399,528.0637,3252.1571,87.2979,2025.0551,9.3384,Moderate,0.0653,Coastal,Fair,4,0.8305,3975.04,19833.77,45.3695
2023-06-14,Tanker,Heavy Fuel Oil (HFO),9.8688,1740.1164,4486.0572,80.3039,1105.1381,5.8737,Calm,0.3708,Long-haul,Good,3,0.8777,5193.43,25693.09,213.1015
2023-06-15,Tanker,Diesel,11.9594,1800.3913,5326.3308,88.9447,2183.7741,5.2806,Calm,0.497,Coastal,Good,5,1.0183,6478.13,29129.32,174.0638
2023-06-16,Bulk Carrier,Heavy Fuel Oil (HFO),18.0923,992.1822,5583.639,91.3051,2384.4025,7.9482,Calm,0.0961,Coastal,Fair,4,0.4986,5126.37,29552.77,71.7743
2023-06-17,Fish Carrier,Heavy Fuel Oil (HFO),14.0315,1281.1141,2548.3638,92.6603,1273.8862,6.8865,Moderate,0.996,Short-haul,Good,1,0.8566,4670.63,19006.51,112.1954
2023-06-18,Fish Carrier,Diesel,13.7279,2181.7627,2628.1174,95.7962,2412.9673,4.6546,Calm,0.2503,Coastal,Needs Maintenance,5,0.8367,6847.43,20888.49,189.7153
2023-06-19,Fish Carrier,Steam Turbine,14.8537,2183.7396,484.0794,57.6131,2311.8894,4.0007,Calm,0.6964,Coastal,Needs Maintenance,3,0.6092,6182.01,12529.28,165.6317
2023-06-20,Fish Carrier,Diesel,8.6329,476.7223,911.9465,69.7207,2432.2094,4.2204,Calm,0.7257,Long-haul,Good,6,0.7662,3635.57,10817.02,66.0006
2023-06-21,Tanker,Diesel,8.1067,886.5248,2354.868,87.043,1292.9985,5.0762,Moderate,0.1084,Long-haul,Good,2,0.7481,3662.15,17659.35,136.7165
2023-06-22,Fish Carrier,Heavy Fuel Oil (HFO),13.9484,1382.9924,1045.0029,85.3378,2861.0667,4.1402,Calm,0.4058,Long-haul,Needs Maintenance,4,0.6734,5657.86,13848.01,124.2172
2023-06-23,Container Ship,Diesel,13.5245,1464.2761,7121.4732,93.1689,2937.0401,5.6834,Calm,0.0508,Coastal,Good,7,0.9599,6598.4,35123.88,124.2248
2023-06-24,Fish Carrier,Heavy Fuel Oil (HFO),8.6163,1130.0675,1245.9388,49.9161,1113.9022,7.0964,Calm,0.4221,Long-haul,Fair,6,0.7244,3768.58,12803.89,158.4806
2023-06-25,Fish Carrier,Heavy Fuel Oil (HFO),18.8543,1550.8554,687.186,85.8209,2483.7097,4.5674,Calm,0.688,Coastal,Fair,4,0.35,5418.89,12335.29,104.4937
2023-06-26,Bulk Carrier,Steam Turbine,17.4105,1768.8481,3694.5621,75.0176,1114.2421,8.677,Calm,0.54,Short-haul,Good,3,0.6451,5332.54,23326.85,124.1176
2023-06-27,Fish Carrier,Steam Turbine,14.5642,1165.0017,672.1944,93.7186,1758.1081,8.4567,Moderate,0.0887,Coastal,Good,6,0.6963,4207.81,12245.03,95.8503
2023-06-28,Fish Carrier,Steam Turbine,8.686,751.2654,1108.8836,47.1657,2015.3538,6.8471,Calm,0.2404,Short-haul,Good,5,0.7144,3592.61,11027.9,110.9738
2023-06-29,Bulk Carrier,Steam Turbine,8.85,1784.1868,7098.2662,93.9613,3262.6578,9.1695,Moderate,0.2616,Long-haul,Good,6,0.6549,7938.56,35150.61,226.5294
2023-06-30,Container Ship,Heavy Fuel Oil (HFO),8.8983,662.3788,1276.6693,61.2333,1178.4392,7.9999,Moderate,0.6695,Long-haul,Good,6,0.7911,3428.3,12383.86,86.524
2023-07-01,Container Ship,Heavy Fuel Oil (HFO),12.3342,1734.4192,7984.5827,99.0215,1791.6664,6.4827,Moderate,0.7503,Transoceanic,Good,7,0.8521,6812.08,38981.79,159.6293
2023-07-02,Container Ship,Heavy Fuel Oil (HFO),14.5776,746.2319,5923.7884,74.1695,3265.5685,4.1574,Calm,0.2259,Coastal,Fair,1,0.7852,5378.55,29171.26,62.8576
2023-07-03,Fish Carrier,Heavy Fuel Oil (HFO),19.6445,229.2132,2066.5611,91.9131,1368.6879,10.4154,Moderate,0.2089,Long-haul,Good,7,0.35,2604.56,15476.42,19.0021
2023-07-04,Container Ship,Diesel,16.398,1205.044,4153.2327,55.924,2361.2896,8.4161,Moderate,0.198,Coastal,Good,2,0.7501,5402.6,23162.44,85.0058
2023-07-05,Tanker,Diesel,16.5663,1160.2615,3627.7032,72.5376,1840.153,7.8678,Moderate,0.864,Coastal,Needs Maintenance,1,0.6017,4816.12,21964.37,93.0142
2023-07-06,Tanker,Diesel,13.2821,1091.7733,4314.1962,51.5836,2729.3774,6.9086,Moderate,0.0031,Coastal,Good,5,0.8338,5346.56,23194.48,101.8406
2023-07-07,Bulk Carrier,Diesel,20.1918,1442.5058,3977.9482,74.1439,1660.2608,4.1846,Calm,0.1393,Coastal,Fair,4,0.35,5467.0,23478.3,80.5587
2023-07-08,Container Ship,Heavy Fuel Oil (HFO),9.2911,2060.9335,5354.0478,67.3986,2792.0069,9.8071,Calm,0.6305,Short-haul,Good,7,0.8752,7593.66,29182.82,271.4709
2023-07-09,Bulk Carrier,Steam Turbine,13.9712,1877.7276,7138.5595,93.6716,1711.7019,6.7848,Moderate,0.6074,Coastal,Fair,7,0.7283,6511.79,35931.09,149.9927
2023-07-10,Bulk Carrier,Diesel,12.9811,1816.5351,4540.3768,91.6087,1888.526,7.9296,Moderate,0.9024,Short-haul,Fair,5,0.922,6092.1,27364.81,157.9817
2023-07-11,Bulk Carrier,Diesel,21.7921,1738.5109,3355.8074,85.5162,2180.1023,6.8522,Calm,0.212,Coastal,Fair,6,0.35,6176.44,21927.29,90.6203
2023-07-12,Bulk Carrier,Steam Turbine,12.0007,481.7339,1026.8597,54.1081,2817.4124,8.9431,Calm,0.6238,Coastal,Fair,6,0.7872,3920.46,10289.25,51.274
2023-07-13,Fish Carrier,Steam Turbine,15.311,404.8802,1129.7096,53.0813,2282.9516,6.0609,Moderate,0.7723,Transoceanic,Good,3,0.5152,3252.0,11151.63,40.0173
2023-07-14,Container Ship,Heavy Fuel Oil (HFO),15.8379,2068.811,4533.5229,66.8897,1029.6067,9.3465,Moderate,0.9723,Transoceanic,Good,1,0.7202,5839.12,26808.82,156.9694
2023-07-15,Container Ship,Steam Turbine,16.4336,859.7836,7477.0774,86.6357,3040.7195,10.8666,Moderate,0.828,Short-haul,Fair,3,0.6592,5736.22,35110.52,59.022
2023-07-16,Fish Carrier,Diesel,18.6835,1243.4509,630.7456,76.5102,1665.2088,8.4125,Moderate,0.9235,Long-haul,Good,2,0.3778,4080.65,11824.65,74.9715
2023-07-17,Container Ship,Diesel,21.7266,1675.8857,1759.2801,58.233,2929.594,6.1752,Moderate,0.509,Short-haul,Good,6,0.35,6035.98,15712.43,96.8207
2023-07-18,Tanker,Steam Turbine,8.7721,1850.7916,5696.1465,89.7873,1637.5547,10.7864,Calm,0.8544,Transoceanic,Good,1,0.7351,6375.25,31059.92,265.6771
2023-07-19,Bulk Carrier,Heavy Fuel Oil (HFO),12.4995,1051.5875,6413.1579,97.2183,2497.805,8.3888,Moderate,0.0503,Coastal,Fair,3,0.8178,5713.84,32013.25,93.5915
2023-07-20,Container Ship,Diesel,18.1643,1702.2293,2278.4911,88.9267,2788.4165,7.4447,Moderate,0.6254,Transoceanic,Fair,4,0.4955,6431.27,18607.41,123.2333
2023-07-21,Bulk Carrier,Heavy Fuel Oil (HFO),10.7338,525.5995,2731.2276,84.3205,1179.4958,6.4132,Calm,0.961,Short-haul,Good,1,0.8654,3239.45,18611.2,59.1914
2023-07-22,Bulk Carrier,Diesel,11.0642,985.9891,5189.5321,75.0362,3434.0127,6.6319,Moderate,0.1904,Coastal,Good,4,0.8475,5877.06,27289.55,100.9032
2023-07-23,Bulk Carrier,Steam Turbine,20.0977,717.4347,990.1016,47.9095,1964.8682,8.7743,Rough,0.832,Short-haul,Good,4,0.35,3688.03,11046.79,43.2736
2023-07-24,Container Ship,Diesel,20.2945,1977.9591,5681.0865,73.5683,3426.2995,5.2013,Calm,0.5461,Long-haul,Fair,6,0.35,7830.47,30222.07,125.216
2023-07-25,Tanker,Diesel,19.8731,472.1549,3008.8374,86.2649,3387.3487,4.1604,Rough,0.7856,Long-haul,Fair,5,0.35,4446.52,19151.04,34.423
2023-07-26,Bulk Carrier,Heavy Fuel Oil (HFO),13.6712,1737.7603,2024.2293,74.7341,936.187,9.8848,Rough,0.1804,Transoceanic,Good,6,0.7619,4884.67,17483.07,148.3901
2023-07-27,Fish Carrier,Diesel,17.6145,950.3628,1059.9617,49.0014,2297.7311,6.2917,Moderate,0.3979,Transoceanic,Needs Maintenance,4,0.3845,3939.37,11544.36,67.8729
2023-07-28,Fish Carrier,Steam Turbine,20.8602,1886.8322,2063.5899,91.297,1912.8224,9.0343,Rough,0.7168,Long-haul,Good,3,0.35,6018.95,18766.79,107.9033
2023-07-29,Fish Carrier,Steam Turbine,11.9699,1048.9137,2118.1545,83.2404,1935.9356,6.4986,Moderate,0.179,Coastal,Fair,5,0.6988,4505.58,16676.75,102.0601
2023-07-30,Tanker,Heavy Fuel Oil (HFO),8.8887,1418.4199,2395.5568,53.2454,2446.1955,10.4072,Calm,0.5058,Coastal,Needs Maintenance,6,0.6833,5607.0,17563.9,201.5605
2023-07-31,Container Ship,Heavy Fuel Oil (HFO),15.45,1531.2817,4153.125,65.2775,2647.4046,10.1811,Rough,0.6636,Coastal,Fair,7,0.5868,6527.48,23923.71,117.3363
2023-08-01,Bulk Carrier,Steam Turbine,10.4627,1667.5929,4983.6989,70.3377,1803.3876,4.9825,Calm,0.8265,Short-haul,Fair,5,0.7627,5821.24,27286.86,182.5606
2023-08-02,Fish Carrier,Heavy Fuel Oil (HFO),10.7239,2116.9969,699.4184,49.3784,2605.4826,6.2952,Moderate,0.533,Long-haul,Fair,3,0.659,6207.32,11881.5,221.9726
2023-08-03,Container Ship,Heavy Fuel Oil (HFO),11.1118,1212.4559,3156.0211,72.7465,2267.8139,6.7385,Rough,0.3658,Long-haul,Fair,6,0.7716,4904.5,20657.61,128.8324
2023-08-04,Fish Carrier,Diesel,12.0223,649.5847,1973.3042,94.1627,3008.12,4.5216,Moderate,0.8324,Transoceanic,Fair,4,0.7405,4359.73,15761.11,65.8836
2023-08-05,Bulk Carrier,Diesel,9.2349,716.665,1345.3804,54.543,2434.2627,5.5013,Moderate,0.4195,Long-haul,Good,6,0.7868,4057.79,12723.19,99.76
2023-08-06,Fish Carrier,Diesel,10.0956,1914.9435,2146.3493,87.6984,1196.5093,6.6805,Calm,0.5292,Short-haul,Needs Maintenance,1,0.8478,5096.72,18785.48,226.0959
2023-08-07,Bulk Carrier,Heavy Fuel Oil (HFO),15.375,1898.5521,3543.8221,89.5004,2966.2969,6.9971,Calm,0.0584,Long-haul,Fair,3,0.6817,6755.34,23707.76,156.4977
2023-08-08,Tanker,Heavy Fuel Oil (HFO),17.8854,1171.4376,5211.6193,85.3088,1881.5009,6.546,Calm,0.8668,Long-haul,Good,7,0.5092,4942.33,28471.35,73.8737
2023-08-09,Bulk Carrier,Steam Turbine,21.056,113.1409,1579.1804,77.2482,3159.5416,4.5092,Calm,0.2364,Short-haul,Good,6,0.35,3559.18,12458.64,13.8834
2023-08-10,Fish Carrier,Diesel,8.4731,528.5917,639.713,61.6794,3083.1419,7.6735,Calm,0.3831,Short-haul,Good,5,0.7531,3832.31,9591.3,75.0805
2023-08-11,Tanker,Heavy Fuel Oil (HFO),12.0974,967.8869,7031.9714,83.7026,3273.8751,6.0154,Rough,0.9497,Transoceanic,Fair,1,0.5463,6184.23,34116.07,99.255
2023-08-12,Bulk Carrier,Steam Turbine,16.4921,1945.1944,4965.0945,85.6063,3179.35,7.6371,Calm,0.4154,Coastal,Good,4,0.6456,7694.81,28547.8,136.916
2023-08-13,Bulk Carrier,Steam Turbine,14.7211,773.7826,4233.7277,65.84,3115.6657,10.595,Moderate,0.3254,Long-haul,Fair,5,0.6567,5271.77,22624.88,63.0395
2023-08-14,Tanker,Steam Turbine,15.6912,481.4703,1997.0774,82.8116,1255.2993,9.5105,Moderate,0.7283,Coastal,Good,5,0.6377,2690.55,15170.15,45.6458
2023-08-15,Container Ship,Steam Turbine,18.2593,1778.7462,4464.7059,75.2862,1362.0732,5.1659,Calm,0.6533,Long-haul,Needs Maintenance,6,0.43,5721.7,25668.76,127.8077
2023-08-16,Fish Carrier,Steam Turbine,14.8474,1453.6736,685.7599,60.9414,3337.3154,7.9973,Rough,0.261,Short-haul,Good,3,0.4992,5747.97,12121.84,118.8495
2023-08-17,Tanker,Diesel,10.2693,795.3304,6694.3576,84.5321,1299.8641,8.9554,Calm,0.8175,Long-haul,Good,2,0.9792,4484.79,32206.49,95.6474
2023-08-18,Container Ship,Diesel,13.1003,1631.3265,949.7427,47.4456,2830.7909,7.4226,Moderate,0.8108,Coastal,Good,6,0.9153,5784.34,12300.54,148.7656
2023-08-19,Fish Carrier,Steam Turbine,15.4899,2041.0354,1179.0939,47.2241,748.5437,10.8459,Moderate,0.2363,Long-haul,Good,4,0.6579,5030.82,13644.21,162.2508
2023-08-20,Bulk Carrier,Heavy Fuel Oil (HFO),20.2081,1298.0839,4096.7187,54.2114,3295.213,10.5928,Calm,0.7493,Long-haul,Needs Maintenance,6,0.35,6227.88,23053.89,79.5107
2023-08-21,Container Ship,Diesel,17.6148,1149.717,2090.4662,85.2465,1023.5669,5.1018,Moderate,0.8667,Transoceanic,Good,6,0.6155,3926.75,16705.24,85.5273
2023-08-22,Bulk Carrier,Steam Turbine,13.3561,319.4616,3916.1968,52.4793,1660.229,9.1981,Moderate,0.5292,Coastal,Good,4,0.7858,3303.79,20998.74,34.4729
2023-08-23,Tanker,Heavy Fuel Oil (HFO),14.3748,1941.4323,4216.7152,60.5125,981.2843,5.9912,Calm,0.7898,Coastal,Fair,6,0.7978,5764.78,24590.84,157.6235
2023-08-24,Fish Carrier,Diesel,8.2396,1828.8002,1969.2215,65.9273,2914.7317,9.6733,Calm,0.736,Short-haul,Good,1,0.7878,6419.43,17311.64,268.2334
2023-08-25,Tanker,Diesel,9.6611,678.4701,2712.5899,61.882,3287.2561,5.4841,Moderate,0.027,Long-haul,Needs Maintenance,1,0.697,5230.48,17527.41,92.8832
2023-08-26,Bulk Carrier,Heavy Fuel Oil (HFO),15.8054,683.6546,1407.0705,49.6955,1893.3569,8.1357,Calm,0.4123,Long-haul,Good,2,0.7433,3732.92,12266.68,58.4478
2023-08-27,Container Ship,Steam Turbine,17.9446,699.4572,1697.923,67.3047,2089.8837,10.3994,Moderate,0.6398,Coastal,Good,3,0.5099,3750.12,13855.89,50.9476
2023-08-28,Fish Carrier,Heavy Fuel Oil (HFO),11.5179,1867.3153,810.1399,47.4268,866.3157,4.8296,Calm,0.7836,Long-haul,Needs Maintenance,1,0.7498,4687.59,12226.43,206.5375
2023-08-29,Tanker,Heavy Fuel Oil (HFO),13.9333,189.5092,2230.0297,50.9071,2359.6927,10.079,Moderate,0.1082,Coastal,Good,3,0.772,3246.47,14511.2,20.9779
2023-08-30,Tanker,Diesel,12.65,2134.4282,5909.2631,72.0618,1258.5847,6.8043,Calm,0.1142,Transoceanic,Fair,2,0.932,6377.07,31269.82,188.4893
2023-08-31,Tanker,Steam Turbine,10.8639,1278.6415,5526.4143,78.3829,1138.4365,9.6691,Calm,0.9387,Short-haul,Good,3,0.8724,4750.79,28953.29,150.6531
2023-09-01,Fish Carrier,Steam Turbine,17.7927,1097.5071,972.9426,62.0831,1624.9289,8.1252,Calm,0.7551,Long-haul,Fair,7,0.4442,4181.95,12124.68,75.5627
2023-09-02,Fish Carrier,Steam Turbine,15.8809,1569.8612,1616.5057,81.724,2681.6409,6.2167,Calm,0.1721,Coastal,Fair,3,0.6076,5839.96,15608.15,120.8768
2023-09-03,Tanker,Heavy Fuel Oil (HFO),17.0724,517.1939,3390.6752,75.6098,1519.3249,6.8762,Moderate,0.382,Transoceanic,Fair,1,0.5122,3626.68,19740.22,42.4904
2023-09-04,Container Ship,Heavy Fuel Oil (HFO),21.5386,1506.4362,4111.6643,69.5337,741.0493,8.9804,Calm,0.9111,Long-haul,Fair,2,0.35,4703.23,23990.95,92.8847
